dateid,caldate,day,week,month,qtr,year,holiday
1827,2008-01-01,WE,1,JAN,1,2008,True
1828,2008-01-02,TH,1,JAN,1,2008,False
1829,2008-01-03,FR,1,JAN,1,2008,False
1830,2008-01-04,SA,2,JAN,1,2008,False
1831,2008-01-05,SU,2,JAN,1,2008,False
1832,2008-01-06,MO,2,JAN,1,2008,False
1833,2008-01-07,TU,2,JAN,1,2008,False
1834,2008-01-08,WE,2,JAN,1,2008,False
1835,2008-01-09,TH,2,JAN,1,2008,False
1836,2008-01-10,FR,2,JAN,1,2008,False
1837,2008-01-11,SA,3,JAN,1,2008,False
1838,2008-01-12,SU,3,JAN,1,2008,False
1839,2008-01-13,MO,3,JAN,1,2008,False
1840,2008-01-14,TU,3,JAN,1,2008,False
1841,2008-01-15,WE,3,JAN,1,2008,False
1842,2008-01-16,TH,3,JAN,1,2008,False
1843,2008-01-17,FR,3,JAN,1,2008,False
1844,2008-01-18,SA,4,JAN,1,2008,False
1845,2008-01-19,SU,4,JAN,1,2008,False
1846,2008-01-20,MO,4,JAN,1,2008,False
1847,2008-01-21,TU,4,JAN,1,2008,False
1848,2008-01-22,WE,4,JAN,1,2008,False
1849,2008-01-23,TH,4,JAN,1,2008,False
1850,2008-01-24,FR,4,JAN,1,2008,False
1851,2008-01-25,SA,5,JAN,1,2008,False
1852,2008-01-26,SU,5,JAN,1,2008,False
1853,2008-01-27,MO,5,JAN,1,2008,False
1854,2008-01-28,TU,5,JAN,1,2008,False
1855,2008-01-29,WE,5,JAN,1,2008,False
1856,2008-01-30,TH,5,JAN,1,2008,False
1857,2008-01-31,FR,5,JAN,1,2008,False
1858,2008-02-01,SA,6,FEB,1,2008,False
1859,2008-02-02,SU,6,FEB,1,2008,False
1860,2008-02-03,MO,6,FEB,1,2008,False
1861,2008-02-04,TU,6,FEB,1,2008,False
1862,2008-02-05,WE,6,FEB,1,2008,False
1863,2008-02-06,TH,6,FEB,1,2008,False
1864,2008-02-07,FR,6,FEB,1,2008,False
1865,2008-02-08,SA,7,FEB,1,2008,False
1866,2008-02-09,SU,7,FEB,1,2008,False
1867,2008-02-10,MO,7,FEB,1,2008,False
1868,2008-02-11,TU,7,FEB,1,2008,False
1869,2008-02-12,WE,7,FEB,1,2008,False
1870,2008-02-13,TH,7,FEB,1,2008,False
1871,2008-02-14,FR,7,FEB,1,2008,False
1872,2008-02-15,SA,8,FEB,1,2008,False
1873,2008-02-16,SU,8,FEB,1,2008,False
1874,2008-02-17,MO,8,FEB,1,2008,False
1875,2008-02-18,TU,8,FEB,1,2008,False
1876,2008-02-19,WE,8,FEB,1,2008,False
1877,2008-02-20,TH,8,FEB,1,2008,False
1878,2008-02-21,FR,8,FEB,1,2008,False
1879,2008-02-22,SA,9,FEB,1,2008,False
1880,2008-02-23,SU,9,FEB,1,2008,False
1881,2008-02-24,MO,9,FEB,1,2008,False
1882,2008-02-25,TU,9,FEB,1,2008,False
1883,2008-02-26,WE,9,FEB,1,2008,False
1884,2008-02-27,TH,9,FEB,1,2008,False
1885,2008-02-28,FR,9,FEB,1,2008,False
1886,2008-03-01,SA,10,MAR,1,2008,False
1887,2008-03-02,SU,10,MAR,1,2008,False
1888,2008-03-03,MO,10,MAR,1,2008,False
1889,2008-03-04,TU,10,MAR,1,2008,False
1890,2008-03-05,WE,10,MAR,1,2008,False
1891,2008-03-06,TH,10,MAR,1,2008,False
1892,2008-03-07,FR,10,MAR,1,2008,False
1893,2008-03-08,SA,11,MAR,1,2008,False
1894,2008-03-09,SU,11,MAR,1,2008,False
1895,2008-03-10,MO,11,MAR,1,2008,False
1896,2008-03-11,TU,11,MAR,1,2008,False
1897,2008-03-12,WE,11,MAR,1,2008,False
1898,2008-03-13,TH,11,MAR,1,2008,False
1899,2008-03-14,FR,11,MAR,1,2008,False
1900,2008-03-15,SA,12,MAR,1,2008,False
1901,2008-03-16,SU,12,MAR,1,2008,False
1902,2008-03-17,MO,12,MAR,1,2008,False
1903,2008-03-18,TU,12,MAR,1,2008,False
1904,2008-03-19,WE,12,MAR,1,2008,False
1905,2008-03-20,TH,12,MAR,1,2008,False
1906,2008-03-21,FR,12,MAR,1,2008,False
1907,2008-03-22,SA,13,MAR,1,2008,False
1908,2008-03-23,SU,13,MAR,1,2008,False
1909,2008-03-24,MO,13,MAR,1,2008,False
1910,2008-03-25,TU,13,MAR,1,2008,False
1911,2008-03-26,WE,13,MAR,1,2008,False
1912,2008-03-27,TH,13,MAR,1,2008,False
1913,2008-03-28,FR,13,MAR,1,2008,False
1914,2008-03-29,SA,14,MAR,1,2008,False
1915,2008-03-30,SU,14,MAR,1,2008,False
1916,2008-03-31,MO,14,MAR,1,2008,False
1917,2008-04-01,TU,14,APR,2,2008,False
1918,2008-04-02,WE,14,APR,2,2008,False
1919,2008-04-03,TH,14,APR,2,2008,False
1920,2008-04-04,FR,14,APR,2,2008,False
1921,2008-04-05,SA,15,APR,2,2008,False
1922,2008-04-06,SU,15,APR,2,2008,False
1923,2008-04-07,MO,15,APR,2,2008,False
1924,2008-04-08,TU,15,APR,2,2008,False
1925,2008-04-09,WE,15,APR,2,2008,False
1926,2008-04-10,TH,15,APR,2,2008,False
1927,2008-04-11,FR,15,APR,2,2008,False
1928,2008-04-12,SA,16,APR,2,2008,False
1929,2008-04-13,SU,16,APR,2,2008,False
1930,2008-04-14,MO,16,APR,2,2008,False
1931,2008-04-15,TU,16,APR,2,2008,False
1932,2008-04-16,WE,16,APR,2,2008,False
1933,2008-04-17,TH,16,APR,2,2008,False
1934,2008-04-18,FR,16,APR,2,2008,False
1935,2008-04-19,SA,17,APR,2,2008,False
1936,2008-04-20,SU,17,APR,2,2008,False
1937,2008-04-21,MO,17,APR,2,2008,False
1938,2008-04-22,TU,17,APR,2,2008,False
1939,2008-04-23,WE,17,APR,2,2008,False
1940,2008-04-24,TH,17,APR,2,2008,False
1941,2008-04-25,FR,17,APR,2,2008,False
1942,2008-04-26,SA,18,APR,2,2008,False
1943,2008-04-27,SU,18,APR,2,2008,False
1944,2008-04-28,MO,18,APR,2,2008,False
1945,2008-04-29,TU,18,APR,2,2008,False
1946,2008-04-30,WE,18,APR,2,2008,False
1947,2008-05-01,TH,18,MAY,2,2008,False
1948,2008-05-02,FR,18,MAY,2,2008,False
